home_id,device_name,energy_usage,household_size
256,Air Conditioning,4.74,1
50,Lights,0.27,3
248,Microwave,0.44,3
460,Computer,0.75,2
114,Dishwasher,1.12,4
495,Dishwasher,0.81,3
2,Computer,1.34,4
333,Dishwasher,1.71,5
152,Oven,1.63,2
473,Dishwasher,1.34,1
495,Washing Machine,0.21,4
202,Computer,0.24,3
83,Oven,1.12,2
169,Dishwasher,1.53,3
479,Computer,0.71,5
104,Heater,3.11,5
151,Lights,0.67,1
440,Oven,0.36,4
287,Lights,1.97,5
45,Lights,1.46,3
429,Heater,2.5,4
303,Computer,1.79,2
282,Dishwasher,0.49,4
104,Fridge,0.42,1
455,Oven,1.88,5
185,Microwave,0.6,3
243,Oven,1.77,3
33,TV,1.53,4
88,Fridge,0.18,5
99,Dishwasher,1.57,1
483,Oven,1.2,1
147,Air Conditioning,4.69,5
425,Air Conditioning,3.5,1
202,Microwave,1.48,2
151,Air Conditioning,4.47,5
255,Computer,0.73,1
77,Dishwasher,0.7,3
237,Dishwasher,1.71,3
15,TV,0.61,5
223,Heater,2.9,2
179,Air Conditioning,3.65,3
92,Fridge,0.44,5
152,TV,1.84,3
312,Air Conditioning,2.3,2
202,Oven,0.46,5
339,Washing Machine,1.61,3
40,Lights,1.14,4
402,Dishwasher,1.04,2
382,Lights,1.95,1
39,Lights,0.94,1
403,Microwave,1.14,5
430,Air Conditioning,4.0,1
213,Dishwasher,0.9,4
40,Oven,1.59,3
189,TV,0.61,1
123,Dishwasher,0.59,5
227,Air Conditioning,3.91,1
330,Air Conditioning,3.91,2
61,Computer,0.95,5
35,Heater,4.55,4
331,Oven,0.8,5
429,Computer,0.49,2
246,Oven,1.43,4
322,Fridge,0.44,4
281,Heater,4.42,5
163,Washing Machine,0.82,4
253,Microwave,1.09,5
166,Oven,1.08,2
66,Microwave,1.29,3
390,TV,0.96,3
448,Microwave,1.06,5
393,Computer,0.93,3
267,Dishwasher,0.99,5
118,Microwave,1.41,1
268,Lights,0.35,5
349,Lights,0.87,5
279,Lights,0.68,5
193,Microwave,0.75,3
45,Heater,4.8,5
50,Fridge,0.18,1
420,Microwave,1.46,2
57,Heater,3.88,5
299,TV,1.01,5
151,Microwave,0.89,3
414,Air Conditioning,4.7,4
164,Lights,0.95,3
373,Fridge,0.22,4
263,Dishwasher,0.51,5
436,Computer,1.87,3
118,TV,0.87,3
477,Heater,3.13,4
12,Dishwasher,1.02,2
144,Air Conditioning,4.78,1
123,TV,0.6,5
450,Lights,0.22,2
278,Heater,4.12,3
449,Lights,0.45,4
331,Air Conditioning,2.21,2
231,Washing Machine,0.78,3
141,Dishwasher,1.56,5
124,Microwave,1.89,2
373,Oven,1.52,3
400,Air Conditioning,3.06,3
273,Washing Machine,0.81,5
165,Lights,1.03,3
370,Air Conditioning,3.02,2
28,Dishwasher,1.66,2
54,Heater,2.26,1
30,Oven,1.38,4
408,Washing Machine,1.9,3
489,Oven,1.2,3
380,Computer,0.79,3
498,Lights,1.58,1
216,Dishwasher,1.9,1
210,Oven,1.66,5
101,Dishwasher,0.38,4
308,Dishwasher,0.88,4
415,Fridge,0.3,3
343,Air Conditioning,3.34,3
154,Washing Machine,0.95,2
263,Microwave,1.4,1
1,Oven,0.64,3
274,Fridge,0.41,3
288,Washing Machine,0.47,3
387,Fridge,0.12,4
146,Computer,1.28,3
82,Air Conditioning,3.18,3
261,TV,0.52,1
160,Dishwasher,1.27,3
23,Dishwasher,0.27,1
134,Fridge,0.46,4
211,TV,0.86,5
279,Fridge,0.14,2
257,Microwave,1.07,2
17,Heater,3.17,2
7,Microwave,2.0,2
467,Computer,0.92,4
324,Air Conditioning,4.36,1
302,Heater,3.26,2
290,TV,0.5,5
365,Fridge,0.48,5
370,Oven,0.26,2
408,Microwave,0.31,2
64,Heater,2.15,3
111,Computer,1.91,1
168,Oven,0.29,3
181,Washing Machine,1.86,4
423,Air Conditioning,4.96,2
223,Computer,1.18,4
13,Heater,3.01,5
90,Fridge,0.25,2
48,Heater,2.36,3
414,TV,1.42,2
88,Computer,0.52,5
467,Oven,0.44,3
203,TV,1.8,2
438,Oven,0.86,4
235,Dishwasher,1.66,4
353,Washing Machine,0.47,3
259,Lights,0.8,5
218,Fridge,0.42,1
228,Microwave,0.32,1
401,Computer,1.83,3
397,Air Conditioning,3.63,1
142,Computer,1.17,3
229,Air Conditioning,4.23,2
11,Computer,0.22,1
495,Microwave,0.78,4
215,Washing Machine,0.55,4
457,Heater,3.7,4
350,Fridge,0.23,2
21,Heater,2.84,5
240,Lights,1.72,3
182,Fridge,0.31,5
443,Lights,1.78,2
25,Lights,1.86,3
485,TV,0.86,3
123,Washing Machine,0.66,4
482,TV,1.06,3
80,Microwave,1.83,4
33,Microwave,1.56,3
375,Air Conditioning,2.13,5
368,Air Conditioning,2.94,2
21,Computer,1.08,3
122,Air Conditioning,2.49,4
160,Dishwasher,0.72,5
223,Microwave,1.04,2
280,Dishwasher,1.4,2
52,Microwave,1.9,2
246,Dishwasher,1.34,1
245,Oven,1.55,5
283,Microwave,1.91,5
387,Computer,0.42,1
141,Heater,3.63,5
491,Washing Machine,1.31,2
190,Fridge,0.33,1
182,Air Conditioning,3.07,4
424,Fridge,0.17,1
276,Air Conditioning,4.44,2
281,Washing Machine,0.87,2
57,TV,1.1,5
161,Microwave,1.54,3
413,Air Conditioning,4.02,2
268,Microwave,1.66,5
400,Microwave,1.22,1
136,Heater,2.45,5
95,Oven,1.61,1
394,Dishwasher,0.92,4
390,Heater,4.88,5
152,Lights,1.35,1
106,Microwave,1.55,5
293,TV,1.26,1
78,TV,0.78,3
64,Washing Machine,1.02,2
276,Dishwasher,1.92,5
84,Lights,1.84,2
439,Air Conditioning,2.09,3
470,Washing Machine,1.95,4
34,Air Conditioning,3.68,4
14,Heater,4.39,2
363,Washing Machine,1.74,3
2,Oven,1.81,1
181,Microwave,1.88,3
498,Air Conditioning,4.65,5
103,Computer,0.92,2
498,Microwave,1.52,2
492,TV,1.49,2
304,Air Conditioning,3.19,2
192,Computer,1.37,1
100,Oven,0.87,4
369,Computer,1.71,1
305,Fridge,0.28,3
58,Dishwasher,1.49,1
80,Fridge,0.42,2
18,Washing Machine,1.57,5
26,Lights,1.57,5
168,Computer,0.93,5
231,Air Conditioning,3.7,2
155,Oven,1.72,1
137,Computer,1.42,2
307,Washing Machine,0.65,1
91,Heater,3.96,3
65,TV,1.09,3
5,Heater,4.02,5
64,TV,0.7,4
49,Microwave,1.59,1
73,Computer,1.87,2
395,Washing Machine,1.81,5
304,Computer,0.57,2
163,Air Conditioning,2.13,3
231,Washing Machine,0.36,3
75,Heater,3.2,5
16,Washing Machine,1.41,1
352,Lights,1.48,1
166,Fridge,0.34,1
397,Air Conditioning,2.7,5
79,Computer,1.91,4
385,Oven,1.03,4
78,Washing Machine,1.12,3
14,Washing Machine,0.76,3
448,Washing Machine,1.15,1
199,Heater,4.61,1
461,Computer,0.79,3
196,Air Conditioning,2.49,3
7,Air Conditioning,3.32,2
51,Computer,2.0,3
191,Washing Machine,1.31,1
205,Dishwasher,1.55,3
322,Washing Machine,0.83,5
189,Dishwasher,1.8,2
258,Heater,2.76,1
287,Microwave,0.28,5
161,Washing Machine,0.48,2
15,Dishwasher,1.81,4
120,Computer,1.91,5
25,Fridge,0.13,4
300,Washing Machine,1.36,2
136,Oven,0.97,2
55,TV,0.25,3
462,Washing Machine,1.05,1
34,Lights,0.86,5
122,Computer,0.27,3
256,Lights,0.88,1
438,Microwave,1.27,2
403,Lights,1.48,4
300,Air Conditioning,4.65,4
111,TV,1.64,2
336,TV,1.43,3
390,TV,1.24,4
115,TV,0.36,1
301,Lights,1.66,2
278,Washing Machine,1.61,3
393,Microwave,0.46,1
19,Heater,2.49,4
156,Computer,1.33,5
351,Microwave,0.87,4
473,Lights,0.33,4
215,Lights,1.16,3
92,Dishwasher,0.46,4
39,Air Conditioning,2.95,5
255,Lights,0.59,3
194,Lights,1.3,1
264,Lights,1.33,3
103,Microwave,0.42,4
132,Oven,1.3,1
428,Lights,1.8,5
94,TV,0.25,2
171,Dishwasher,1.56,5
453,Microwave,1.17,1
56,Lights,0.28,3
20,Computer,1.24,2
401,Oven,1.66,4
291,Oven,1.05,5
199,Washing Machine,1.29,1
293,Microwave,1.41,1
394,Washing Machine,1.84,3
263,Microwave,1.87,5
244,Microwave,0.82,4
295,Oven,1.34,3
408,Fridge,0.2,5
215,Dishwasher,1.19,3
3,Microwave,1.42,1
215,Lights,2.0,5
230,Washing Machine,1.76,4
84,Heater,2.75,4
304,Microwave,1.82,4
396,Air Conditioning,2.04,3
339,Fridge,0.37,3
240,Fridge,0.26,4
47,TV,1.46,4
453,Computer,0.41,4
378,Oven,0.66,3
487,Air Conditioning,4.13,1
477,Microwave,1.16,2
320,Washing Machine,1.33,2
483,Computer,1.71,4
88,Fridge,0.18,5
166,Fridge,0.5,5
379,Washing Machine,0.56,3
198,Microwave,0.56,3
436,Oven,0.57,3
295,Oven,0.4,4
295,Microwave,1.17,2
73,Washing Machine,1.45,1
340,Washing Machine,1.97,2
200,Fridge,0.41,4
157,Microwave,0.83,4
160,Computer,0.79,4
421,Washing Machine,0.43,3
127,Washing Machine,1.61,3
321,TV,1.64,2
455,Lights,0.72,4
433,Oven,0.87,1
143,Lights,0.9,5
325,Air Conditioning,2.09,5
374,Dishwasher,0.88,5
230,Washing Machine,1.5,4
295,Computer,0.86,1
435,Fridge,0.4,4
319,Computer,0.86,3
309,Microwave,0.92,3
486,TV,1.28,2
417,Air Conditioning,4.53,1
346,TV,0.56,4
381,Microwave,0.79,3
223,Oven,0.26,2
299,Lights,0.74,5
360,Heater,3.95,5
344,Microwave,0.59,5
55,Air Conditioning,2.53,2
111,Washing Machine,1.87,3
175,Air Conditioning,4.12,3
392,Heater,4.56,5
87,Dishwasher,1.08,2
408,TV,1.41,2
182,Dishwasher,0.28,3
416,Heater,3.85,5
167,Microwave,0.47,5
281,TV,0.35,4
265,Oven,1.7,4
298,Microwave,1.88,3
453,Lights,1.95,5
354,Lights,0.22,2
193,Microwave,1.62,3
363,Fridge,0.15,3
332,Microwave,0.63,5
241,Oven,0.98,3
416,Heater,3.61,3
342,Washing Machine,0.36,3
290,Microwave,0.92,4
170,Oven,0.84,2
156,TV,1.51,4
21,Air Conditioning,3.62,5
468,TV,1.63,1
135,TV,0.4,4
107,Dishwasher,1.16,4
385,Fridge,0.17,2
461,Washing Machine,1.89,4
212,Washing Machine,1.13,3
127,Microwave,0.58,4
83,Computer,1.22,4
83,Oven,1.13,5
482,Computer,1.7,5
55,Oven,0.64,2
333,Heater,3.67,2
163,Dishwasher,1.82,5
434,Oven,1.69,2
359,Air Conditioning,2.13,1
143,Computer,1.78,1
7,Lights,0.44,2
428,TV,1.37,3
215,Microwave,0.77,3
166,TV,1.38,5
288,Air Conditioning,4.04,4
384,Microwave,0.23,1
116,Dishwasher,0.5,5
199,Lights,1.73,1
288,Fridge,0.46,3
442,Dishwasher,1.46,5
155,Air Conditioning,3.87,1
183,TV,1.68,5
210,Fridge,0.26,5
112,Lights,1.58,5
142,Microwave,1.7,2
263,TV,1.54,2
323,TV,1.06,3
308,Washing Machine,1.24,5
333,Heater,3.83,2
105,Dishwasher,1.21,4
22,Air Conditioning,3.95,2
279,TV,0.74,2
288,TV,1.42,4
399,Oven,1.91,4
45,Dishwasher,0.81,3
417,Heater,2.46,2
177,Computer,1.79,5
308,Oven,0.59,3
56,Microwave,1.92,5
400,Air Conditioning,4.57,2
415,TV,0.67,5
296,Oven,0.92,3
372,Air Conditioning,2.34,5
398,Oven,1.04,4
414,Computer,0.98,1
226,Heater,3.95,1
264,Dishwasher,1.71,5
493,TV,0.44,3
184,Microwave,0.62,3
407,Microwave,0.95,1
29,TV,0.57,2
314,Microwave,1.96,2
372,Computer,1.18,4
51,TV,0.63,2
148,Washing Machine,0.91,2
70,Microwave,1.89,3
179,Washing Machine,0.93,4
295,Lights,0.79,1
498,TV,0.7,2
134,Heater,4.91,1
132,Air Conditioning,4.4,1
409,Microwave,1.14,4
96,TV,1.4,2
142,Fridge,0.2,3
328,Fridge,0.34,2
99,Heater,4.65,3
175,Oven,0.2,1
486,Heater,2.82,1
446,Washing Machine,1.51,3
61,Microwave,1.15,3
363,Lights,1.46,4
254,Washing Machine,1.5,1
248,TV,0.92,2
422,TV,1.67,5
237,Air Conditioning,4.46,1
341,Computer,0.8,4
29,Washing Machine,1.31,3
49,Dishwasher,0.47,3
302,Washing Machine,0.49,4
145,Oven,1.67,5
398,TV,0.32,4
282,Microwave,1.76,4
131,Computer,1.85,4
255,Dishwasher,1.84,3
385,Fridge,0.48,1
350,Lights,0.35,1
133,TV,0.36,5
230,Lights,1.86,1
243,TV,0.27,1
335,Air Conditioning,2.06,2
146,Computer,0.41,3
174,Dishwasher,0.48,3
470,Computer,0.9,2
247,Microwave,0.85,3
93,TV,1.6,5
448,Oven,0.67,2
90,Computer,0.86,5
25,Fridge,0.12,3
468,Air Conditioning,2.34,2
193,Dishwasher,1.75,4
240,Oven,1.67,2
196,Oven,1.24,3
450,Dishwasher,1.13,2
107,Lights,0.24,5
466,Computer,0.33,4
20,Heater,4.54,4
50,Lights,0.42,1
247,Microwave,1.58,4
466,Air Conditioning,2.26,2
268,Washing Machine,1.77,5
73,Washing Machine,1.8,1
462,Air Conditioning,2.77,4
237,Microwave,1.5,3
479,Microwave,1.04,1
220,Fridge,0.27,2
169,Oven,1.99,5
263,Lights,1.3,4
158,Lights,1.48,5
439,Fridge,0.14,5
122,Dishwasher,1.71,5
134,Washing Machine,0.57,4
350,Microwave,0.96,2
496,Washing Machine,1.29,5
135,Washing Machine,0.55,2
2,Washing Machine,0.42,4
91,Heater,4.4,4
86,Washing Machine,0.64,5
212,Heater,2.3,3
204,Dishwasher,0.8,1
293,Heater,2.27,4
85,Lights,1.57,3
473,Fridge,0.28,3
82,Lights,0.48,5
80,Washing Machine,1.09,1
217,Dishwasher,0.79,1
142,Computer,1.93,4
485,TV,1.05,5
101,Air Conditioning,3.08,4
103,Fridge,0.25,3
457,Microwave,0.77,3
403,Lights,1.22,5
302,Fridge,0.26,2
321,Lights,1.22,1
233,Washing Machine,1.84,5
437,Heater,3.42,1
202,Fridge,0.44,1
41,Dishwasher,0.98,3
62,Dishwasher,0.5,5
393,Heater,4.7,1
52,Washing Machine,0.49,5
138,TV,1.86,1
482,Computer,1.27,4
390,TV,0.49,4
149,Computer,0.83,2
406,Computer,1.14,5
390,Computer,0.26,4
120,Computer,1.4,4
426,Air Conditioning,4.48,4
110,Lights,1.24,5
396,Oven,0.86,2
57,Fridge,0.49,4
249,Oven,1.43,3
322,TV,1.76,5
462,TV,1.77,2
104,Computer,1.71,1
123,Fridge,0.11,4
161,Heater,3.01,1
76,Dishwasher,1.79,1
457,Fridge,0.5,5
40,Dishwasher,1.28,3
93,TV,1.39,1
380,Dishwasher,1.24,3
178,Fridge,0.32,3
90,Fridge,0.44,3
301,Heater,4.57,1
298,TV,0.87,5
395,Dishwasher,1.17,4
275,Dishwasher,0.63,2
415,Computer,1.05,2
338,Oven,1.6,4
38,TV,0.44,2
414,Oven,0.69,2
20,Air Conditioning,2.8,3
293,Dishwasher,1.18,5
194,Heater,4.71,4
474,Air Conditioning,4.88,5
389,Fridge,0.22,2
348,Microwave,1.07,1
4,Fridge,0.49,1
188,Computer,1.64,4
407,Heater,3.41,5
363,Washing Machine,1.67,4
453,Air Conditioning,2.5,1
346,Dishwasher,1.56,2
280,Washing Machine,0.51,3
357,Computer,1.0,4
244,Microwave,0.73,2
329,Heater,4.65,1
293,Computer,1.23,5
388,Computer,2.0,2
257,Washing Machine,0.59,5
371,Fridge,0.28,1
372,Dishwasher,1.82,3
287,Microwave,1.99,2
105,Dishwasher,0.27,2
56,Heater,4.61,2
478,Fridge,0.29,3
356,Fridge,0.32,3
317,Computer,0.85,3
209,Fridge,0.48,4
38,Air Conditioning,4.56,5
186,Microwave,1.74,3
314,Oven,0.73,5
466,Dishwasher,1.48,2
486,Lights,0.68,3
400,Microwave,1.37,4
326,Oven,1.56,4
439,Dishwasher,0.99,2
287,Dishwasher,0.42,3
355,Washing Machine,0.68,4
147,Microwave,0.67,2
413,Lights,0.64,4
297,Air Conditioning,3.36,4
297,Computer,1.39,5
86,Dishwasher,0.96,4
211,Lights,1.52,3
298,Microwave,0.97,3
406,Computer,1.08,1
118,Heater,3.79,4
363,Computer,1.36,2
202,Fridge,0.38,1
123,Oven,0.31,1
3,Washing Machine,1.88,1
256,TV,0.73,3
194,Washing Machine,1.77,2
157,Oven,1.52,5
192,Heater,3.23,5
398,Microwave,0.64,4
278,Oven,0.84,5
272,Computer,1.35,2
76,Washing Machine,1.26,5
126,Fridge,0.43,5
22,Dishwasher,0.5,3
249,Computer,0.23,2
57,Microwave,1.19,1
74,TV,1.66,3
390,Lights,1.84,1
352,Fridge,0.47,3
116,Fridge,0.4,4
330,Oven,0.99,2
442,Air Conditioning,4.39,1
84,Heater,3.34,3
196,Oven,1.24,1
492,Oven,1.69,5
53,TV,0.92,4
26,Heater,4.7,4
38,Air Conditioning,3.88,2
479,Computer,0.31,4
142,Microwave,0.37,1
36,Heater,4.06,4
63,Computer,1.23,1
121,Air Conditioning,2.54,1
96,Oven,1.28,5
490,Fridge,0.27,4
171,Microwave,1.33,4
189,Microwave,1.05,4
21,TV,0.52,4
154,Dishwasher,0.65,5
318,Computer,1.68,2
176,Fridge,0.41,4
429,Computer,1.24,5
105,Washing Machine,1.23,2
197,Computer,0.79,4
128,Fridge,0.41,2
438,Fridge,0.39,2
43,Computer,1.35,1
450,Lights,1.84,5
104,Oven,0.35,3
272,Air Conditioning,4.45,3
151,Fridge,0.41,3
275,Computer,0.37,5
16,Computer,1.22,1
225,Oven,0.87,5
115,Dishwasher,1.29,1
84,Oven,1.64,4
428,Dishwasher,0.77,5
428,Dishwasher,0.5,2
330,Lights,1.57,2
360,Dishwasher,1.24,3
304,Computer,1.06,2
334,Heater,2.46,5
124,Dishwasher,0.96,2
50,Oven,1.5,4
30,TV,0.89,5
227,Dishwasher,1.53,5
264,Lights,0.41,5
98,Microwave,1.57,2
182,Computer,0.68,4
9,Air Conditioning,4.12,5
325,Microwave,0.28,2
299,Heater,3.67,4
90,Computer,1.16,1
167,Washing Machine,1.02,1
189,Air Conditioning,3.51,2
294,Dishwasher,0.59,1
204,Heater,2.12,2
338,Microwave,1.75,2
233,Microwave,0.85,5
417,Air Conditioning,3.98,2
474,Computer,1.39,4
394,Oven,0.5,2
188,Oven,1.56,3
329,TV,1.86,1
403,Washing Machine,0.95,2
130,Fridge,0.25,2
466,TV,1.03,4
76,Fridge,0.39,3
43,Air Conditioning,2.2,3
60,Fridge,0.28,3
110,Heater,2.14,1
192,Oven,0.73,4
291,Heater,4.06,5
481,Washing Machine,1.52,2
456,Air Conditioning,4.37,1
398,Heater,3.22,2
349,Microwave,1.31,5
365,Dishwasher,1.73,3
364,Lights,0.31,4
283,Computer,1.96,1
437,TV,1.4,3
30,Oven,1.25,3
409,Fridge,0.42,1
57,Lights,0.52,1
11,Oven,0.57,5
291,Washing Machine,1.15,1
410,Dishwasher,1.17,4
439,Washing Machine,0.87,4
96,TV,1.94,5
180,Dishwasher,0.64,2
201,Oven,0.42,2
437,TV,0.52,3
285,TV,1.01,1
227,Washing Machine,0.25,5
496,TV,1.3,1
484,Lights,0.54,3
66,Computer,0.87,5
379,Fridge,0.3,2
147,Dishwasher,0.65,1
102,Air Conditioning,4.71,2
8,Washing Machine,0.91,2
8,Dishwasher,1.61,3
182,Air Conditioning,3.49,1
158,Microwave,1.44,1
433,Microwave,0.38,4
485,Lights,0.67,1
429,TV,1.16,3
301,Fridge,0.36,4
368,Microwave,0.5,2
413,Computer,0.48,4
419,Heater,4.47,5
429,Computer,0.42,2
83,Dishwasher,1.43,5
369,Heater,4.38,2
10,Computer,0.64,1
387,Oven,0.94,4
411,Air Conditioning,3.89,4
189,Air Conditioning,3.11,4
164,TV,1.13,2
168,Computer,0.21,2
361,TV,0.46,5
417,Microwave,1.65,3
31,Air Conditioning,2.65,1
131,Lights,0.79,1
231,Microwave,1.21,3
135,Heater,4.15,2
116,Fridge,0.47,4
367,Oven,1.99,4
1,Oven,1.25,3
254,Fridge,0.46,4
297,Heater,3.48,2
381,Computer,0.62,4
10,Computer,1.68,2
284,Fridge,0.13,4
496,Dishwasher,0.38,4
492,Lights,1.95,5
266,Microwave,0.21,5
223,Washing Machine,0.35,2
250,Fridge,0.39,5
101,Microwave,1.83,1
21,TV,0.22,5
19,Computer,1.03,1
476,Dishwasher,0.77,2
248,Microwave,0.38,3
27,Washing Machine,1.35,4
379,Lights,0.74,4
171,Oven,1.69,2
328,Washing Machine,0.55,4
373,Fridge,0.49,2
37,Lights,1.18,5
230,Microwave,0.9,3
381,Dishwasher,0.2,2
124,Lights,0.35,1
441,Lights,1.51,5
103,Computer,1.25,1
288,Dishwasher,1.29,4
256,Oven,1.54,2
16,TV,1.2,3
52,Computer,1.1,2
246,Lights,0.79,1
83,Lights,0.75,5
196,Lights,0.48,2
25,Lights,0.41,3
359,Dishwasher,0.77,1
70,TV,0.38,1
81,Fridge,0.2,2
15,Air Conditioning,4.42,3
152,Microwave,1.77,4
455,Washing Machine,0.72,3
374,Air Conditioning,2.22,2
492,Washing Machine,1.94,4
249,Lights,0.56,5
201,Microwave,1.33,2
265,Dishwasher,1.33,1
198,Heater,2.65,3
291,Air Conditioning,3.48,1
165,TV,0.39,1
148,Microwave,1.59,4
380,Computer,1.98,3
93,Oven,0.44,3
13,Microwave,0.96,3
321,Washing Machine,0.24,5
484,Air Conditioning,4.19,5
97,Heater,2.28,1
393,Fridge,0.32,4
26,Lights,0.36,1
111,Dishwasher,0.59,5
127,Computer,0.59,1
13,Washing Machine,1.99,3
192,Fridge,0.19,5
155,Computer,1.34,5
226,Dishwasher,1.6,3
94,Dishwasher,1.99,2
452,Fridge,0.16,3
8,Oven,1.19,4
492,Oven,1.23,3
407,Lights,0.89,2
442,Washing Machine,1.56,2
368,Oven,1.64,4
210,Washing Machine,1.41,4
239,Dishwasher,1.78,1
222,Fridge,0.26,4
281,Dishwasher,1.51,1
213,Microwave,1.05,2
197,Microwave,1.72,4
164,Air Conditioning,3.45,3
74,Air Conditioning,4.17,3
402,Oven,1.64,3
282,Heater,3.88,4
289,Air Conditioning,2.28,1
98,TV,0.47,4
321,Oven,0.94,5
285,Computer,0.85,3
52,Heater,2.19,5
51,Heater,3.81,1
24,Heater,3.3,3
120,Oven,1.34,1
14,TV,1.47,5
178,Fridge,0.23,2
257,Air Conditioning,2.49,1
338,Lights,0.99,4
320,Washing Machine,0.93,5
274,Lights,1.4,1
312,Microwave,1.43,2
301,Heater,2.18,5
62,Washing Machine,1.83,5
288,TV,1.71,1
163,Washing Machine,0.96,5
481,Oven,1.32,3
305,Washing Machine,1.19,2
113,TV,1.6,3
197,Fridge,0.25,4
141,Washing Machine,0.35,3
270,Fridge,0.19,3
416,Air Conditioning,4.77,5
344,Oven,1.42,3
171,Computer,1.84,3
262,Heater,4.57,3
460,Computer,1.35,3
367,TV,0.9,5
444,TV,0.28,1
359,TV,0.27,1
223,Dishwasher,0.34,5
452,Fridge,0.46,2
18,Air Conditioning,3.78,4
198,Lights,0.89,3
223,Washing Machine,1.47,1
73,Lights,1.15,4
457,Washing Machine,0.94,4
246,Lights,1.92,4
81,Lights,1.18,4
350,Air Conditioning,4.56,2
96,TV,1.21,2
233,TV,0.24,1
436,TV,0.29,5
234,TV,0.37,3
93,Microwave,1.6,1
482,Oven,1.96,1
92,Oven,1.77,4
291,TV,0.67,4
426,Oven,0.35,3
246,Microwave,1.53,3
480,Heater,2.24,3
358,Computer,0.35,3
466,Oven,1.12,3
87,Dishwasher,0.55,3
223,Lights,1.08,2
179,Fridge,0.16,2
194,Washing Machine,0.97,5
374,Air Conditioning,3.58,3
267,TV,1.43,1
263,Lights,1.82,1
431,Lights,0.98,3
325,Oven,1.65,2
38,Heater,4.62,4
3,Dishwasher,1.53,5
325,Heater,3.88,3
213,Dishwasher,0.27,5
337,TV,1.01,4
297,Washing Machine,1.56,4
47,Fridge,0.14,1
147,Oven,0.64,1
133,Microwave,1.36,3
473,Air Conditioning,4.64,2
316,Oven,0.47,3
187,Computer,0.77,3
328,Oven,1.32,2
431,Air Conditioning,2.16,3
264,Microwave,0.55,2
457,Fridge,0.33,1
181,TV,1.54,3
138,Microwave,1.2,3
180,Air Conditioning,4.41,3
383,TV,0.26,5
42,TV,0.34,1
356,Dishwasher,0.7,4
173,Microwave,1.06,2
110,Heater,4.85,5
101,Air Conditioning,4.5,2
19,Fridge,0.14,4
188,Washing Machine,0.99,3
258,Air Conditioning,4.37,1
284,Oven,0.5,2
160,Washing Machine,0.86,3
146,Oven,0.54,4
316,Air Conditioning,2.42,3
492,Dishwasher,1.79,4
152,Heater,2.63,4
6,Washing Machine,1.14,2
240,Air Conditioning,2.52,4
459,Fridge,0.22,3
377,TV,1.23,1
230,Computer,1.79,5
5,Air Conditioning,2.25,1
318,Computer,0.93,2
141,Oven,0.42,3
2,Computer,0.97,3
455,Washing Machine,0.21,1
7,Air Conditioning,3.14,2
438,Lights,1.54,3
283,Heater,4.93,1
302,Air Conditioning,2.62,5
335,Air Conditioning,2.19,5
422,Lights,1.74,4
436,Lights,1.98,4
218,Air Conditioning,2.32,4
145,Washing Machine,1.64,5
497,Lights,0.91,3
33,Fridge,0.11,4
221,TV,1.68,5
410,Air Conditioning,4.58,3
325,Fridge,0.29,4
405,Dishwasher,1.21,5
23,Fridge,0.28,4
4,TV,1.57,5
376,Lights,0.53,4
147,Washing Machine,1.67,4
129,Air Conditioning,3.4,3
441,Oven,0.36,3
34,Air Conditioning,4.2,5
140,Lights,0.5,4
202,Lights,1.72,5
63,TV,1.45,4
37,Microwave,0.91,4
331,Microwave,0.87,1
231,Dishwasher,0.27,5
192,Air Conditioning,4.85,1
186,Heater,3.23,4
442,Microwave,0.35,4
37,TV,1.37,4
72,Lights,1.81,3
127,Dishwasher,0.9,3
408,Computer,1.89,5
402,Computer,0.52,5
26,Dishwasher,1.31,5
263,Washing Machine,1.59,3
410,Heater,3.18,5
485,Washing Machine,1.53,1
259,Air Conditioning,2.73,2
30,Fridge,0.11,2
456,Computer,0.52,2
273,Dishwasher,1.04,2
27,TV,1.77,3
167,Heater,3.4,4
252,Fridge,0.36,3
102,Computer,0.37,5
419,Oven,1.35,5
195,Computer,1.17,3
388,Heater,4.93,4
262,Fridge,0.48,2
468,Dishwasher,1.01,5
19,TV,1.03,1
129,Washing Machine,1.16,2
68,Microwave,0.26,1
88,Washing Machine,0.87,5
5,Dishwasher,1.01,5
456,TV,1.37,4
494,Microwave,0.41,2
63,Microwave,1.28,5
75,Computer,0.53,4
397,Dishwasher,1.32,2
199,TV,0.84,4
229,Lights,1.55,2
116,Oven,1.93,2
370,Heater,4.92,5
118,Heater,2.82,2
123,Oven,1.12,4
273,TV,1.89,3
269,Microwave,1.84,4
214,Fridge,0.3,4
495,Washing Machine,1.71,1
120,Lights,0.41,1
375,Dishwasher,0.67,4
421,Heater,3.92,1
430,Washing Machine,0.41,4
392,Lights,1.55,5
128,Washing Machine,1.97,1
300,Oven,1.23,3
124,Washing Machine,1.46,3
195,Air Conditioning,2.77,2
424,Fridge,0.37,3
167,Dishwasher,0.49,5
143,Oven,1.67,2
355,Microwave,1.27,4
475,Air Conditioning,2.72,1
283,Dishwasher,1.95,1
297,Oven,0.99,2
117,Washing Machine,1.27,4
244,Air Conditioning,3.74,2
374,TV,1.91,1
333,Computer,1.05,4
187,Microwave,0.4,2
3,Washing Machine,0.57,5
352,Oven,1.3,3
244,Lights,0.32,5
473,Heater,3.13,2
